:START_ID(HAPLOTYPE),:END_ID(HAPLOTYPE),:TYPE
23676,638,TOP
23676,640,TOP
23676,1638,TOP
23676,543,TOP
23676,1650,TOP
23676,1651,TOP
23676,642,TOP
23676,559,TOP
23676,1639,TOP
23677,544,TOP
23678,555,TOP
23678,546,TOP
23679,570,TOP
23679,548,TOP
23680,2080,TOP
23680,2083,TOP
23680,2082,TOP
23680,2088,TOP
23680,568,TOP
23680,716,TOP
23680,550,TOP
23680,583,TOP
23680,737,TOP
23680,2087,TOP
23680,2081,TOP
23680,579,TOP
23680,2084,TOP
23680,2086,TOP
23680,734,TOP
23680,2089,TOP
23680,556,TOP
23681,718,TOP
23681,551,TOP
23682,554,TOP
23682,564,TOP
23683,557,TOP
23684,558,TOP
23685,2526,TOP
23685,3936,TOP
23685,2525,TOP
23685,2520,TOP
23685,567,TOP
23685,563,TOP
23685,3937,TOP
23685,571,TOP
23685,2516,TOP
23685,2515,TOP
23685,2517,TOP
23685,566,TOP
23685,2524,TOP
23685,2519,TOP
23686,581,TOP
23686,577,TOP
23686,575,TOP
23686,573,TOP
23686,580,TOP
23686,576,TOP
23686,582,TOP
23687,589,TOP
23687,590,TOP
23688,617,TOP
23688,598,TOP
23688,603,TOP
23688,621,TOP
23688,2164,TOP
23688,2171,TOP
23688,3067,TOP
23688,594,TOP
23688,699,TOP
23688,2170,TOP
23688,3070,TOP
23688,2168,TOP
23688,2176,TOP
23688,2166,TOP
23688,3066,TOP
23688,2159,TOP
23688,606,TOP
23688,702,TOP
23688,618,TOP
23688,607,TOP
23689,620,TOP
23689,626,TOP
23689,595,TOP
23690,600,TOP
23690,601,TOP
23690,596,TOP
23691,623,TOP
23691,1708,TOP
23691,2172,TOP
23691,2163,TOP
23691,2156,TOP
23691,2165,TOP
23691,2167,TOP
23691,616,TOP
23691,612,TOP
23691,2175,TOP
23691,2174,TOP
23691,874,TOP
23691,2161,TOP
23691,602,TOP
23691,2173,TOP
23691,2169,TOP
23691,1733,TOP
23691,597,TOP
23691,3081,TOP
23691,865,TOP
23692,609,TOP
23692,605,TOP
23692,608,TOP
23693,610,TOP
23693,615,TOP
23694,613,TOP
23694,611,TOP
23695,622,TOP
23695,1099,TOP
23695,1106,TOP
23695,619,TOP
23696,624,TOP
23696,710,TOP
23696,868,TOP
23696,711,TOP
23696,893,TOP
23697,3784,TOP
23697,630,TOP
23697,2144,TOP
23697,3787,TOP
23697,627,TOP
23697,3788,TOP
23697,3789,TOP
23697,3793,TOP
23697,3786,TOP
23698,632,TOP
23698,2713,TOP
23698,4043,TOP
23698,2709,TOP
23698,628,TOP
23698,4047,TOP
23698,4046,TOP
23698,2706,TOP
23698,2711,TOP
23699,2707,TOP
23699,2708,TOP
23699,2710,TOP
23699,4045,TOP
23699,4044,TOP
23699,4048,TOP
23699,629,TOP
23699,631,TOP
23699,2712,TOP
23700,645,TOP
23700,643,TOP
23701,647,TOP
23701,648,TOP
23702,656,TOP
23702,4242,TOP
23702,651,TOP
23702,650,TOP
23702,653,TOP
23703,654,TOP
23703,655,TOP
23703,658,TOP
23703,4241,TOP
23703,661,TOP
23704,680,TOP
23704,689,TOP
23704,2178,TOP
23704,665,TOP
23704,2179,TOP
23704,2180,TOP
23704,666,TOP
23704,669,TOP
23704,2177,TOP
23704,679,TOP
23704,3367,TOP
23704,668,TOP
23705,667,TOP
23705,670,TOP
23706,683,TOP
23706,1589,TOP
23706,1596,TOP
23707,698,TOP
23707,703,TOP
23708,700,TOP
23708,704,TOP
23709,1737,TOP
23709,705,TOP
23709,706,TOP
23709,1736,TOP
23710,1739,TOP
23710,707,TOP
23710,1740,TOP
23710,708,TOP
23711,3080,TOP
23711,717,TOP
23711,3069,TOP
23712,1124,TOP
23712,3068,TOP
23712,1123,TOP
23712,741,TOP
23712,719,TOP
23712,1121,TOP
23712,747,TOP
23712,744,TOP
23713,740,TOP
23713,723,TOP
23713,745,TOP
23714,1127,TOP
23714,726,TOP
23714,1125,TOP
23714,738,TOP
23714,730,TOP
23714,732,TOP
23714,725,TOP
23714,750,TOP
23714,731,TOP
23714,739,TOP
23714,733,TOP
23714,736,TOP
23714,735,TOP
23714,1126,TOP
23715,728,TOP
23715,823,TOP
23715,825,TOP
23715,749,TOP
23715,746,TOP
23716,729,TOP
23717,743,TOP
23717,2077,TOP
23718,748,TOP
23719,3027,TOP
23719,751,TOP
23720,757,TOP
23720,753,TOP
23721,773,TOP
23721,776,TOP
23721,1195,TOP
23721,1187,TOP
23721,2623,TOP
23721,764,TOP
23721,1281,TOP
23721,763,TOP
23721,762,TOP
23721,766,TOP
23721,760,TOP
23721,769,TOP
23721,765,TOP
23721,775,TOP
23722,768,TOP
23722,761,TOP
23722,774,TOP
23722,771,TOP
23722,770,TOP
23722,767,TOP
23723,772,TOP
23724,3341,TOP
23724,777,TOP
23724,3339,TOP
23724,4028,TOP
23724,778,TOP
23725,4207,TOP
23725,4206,TOP
23725,4211,TOP
23725,780,TOP
23725,779,TOP
23725,4210,TOP
23726,3056,TOP
23726,781,TOP
23726,3062,TOP
23726,3063,TOP
23726,3061,TOP
23726,2112,TOP
23726,3058,TOP
23726,783,TOP
23726,3059,TOP
23726,2111,TOP
23726,3060,TOP
23726,2108,TOP
23726,1084,TOP
23727,4801,TOP
23727,782,TOP
23727,784,TOP
23728,3057,TOP
23728,3055,TOP
23728,3382,TOP
23728,785,TOP
23729,794,TOP
23729,800,TOP
23729,803,TOP
23729,2788,TOP
23729,2792,TOP
23729,2787,TOP
23729,801,TOP
23729,786,TOP
23729,2791,TOP
23729,2818,TOP
23729,2832,TOP
23729,791,TOP
23729,804,TOP
23729,788,TOP
23729,2789,TOP
23729,802,TOP
23729,2785,TOP
23730,787,TOP
23730,2786,TOP
23730,789,TOP
23731,790,TOP
23732,2126,TOP
23732,2135,TOP
23732,2117,TOP
23732,2127,TOP
23732,2123,TOP
23732,2138,TOP
23732,2048,TOP
23732,2129,TOP
23732,2115,TOP
23732,815,TOP
23732,1829,TOP
23732,2137,TOP
23732,805,TOP
23733,3775,TOP
23733,4259,TOP
23733,4258,TOP
23733,3701,TOP
23733,806,TOP
23734,3776,TOP
23734,807,TOP
23735,3777,TOP
23735,808,TOP
23736,3778,TOP
23736,809,TOP
23737,3779,TOP
23737,810,TOP
23738,811,TOP
23738,3780,TOP
23739,3781,TOP
23739,812,TOP
23740,813,TOP
23740,3782,TOP
23741,3783,TOP
23741,814,TOP
23742,3239,TOP
23742,821,TOP
23742,816,TOP
23742,3228,TOP
23743,818,TOP
23743,2218,TOP
23743,2222,TOP
23743,820,TOP
23743,2221,TOP
23743,2223,TOP
23743,817,TOP
23743,2224,TOP
23743,819,TOP
23744,826,TOP
23744,829,TOP
23744,828,TOP
23744,827,TOP
23744,835,TOP
23745,2603,TOP
23745,831,TOP
23745,2597,TOP
23745,2601,TOP
23745,3245,TOP
23745,1238,TOP
23745,3247,TOP
23745,2598,TOP
23745,832,TOP
23745,3249,TOP
23745,830,TOP
23745,2599,TOP
23745,833,TOP
23745,2600,TOP
23745,3250,TOP
23746,834,TOP
23746,837,TOP
23746,3244,TOP
23746,2596,TOP
23746,3246,TOP
23746,1240,TOP
23746,3251,TOP
23746,3248,TOP
23747,838,TOP
23747,1909,TOP
23747,1907,TOP
23747,1248,TOP
23747,839,TOP
23747,847,TOP
23747,4190,TOP
23747,4191,TOP
23747,2748,TOP
23748,841,TOP
23749,846,TOP
23749,844,TOP
23749,1908,TOP
23749,845,TOP
23749,842,TOP
23750,843,TOP
23751,849,TOP
23751,1912,TOP
23751,3876,TOP
23751,2091,TOP
23751,3525,TOP
23751,3522,TOP
23751,3527,TOP
23751,3528,TOP
23751,3877,TOP
23751,1911,TOP
23751,3524,TOP
23751,2090,TOP
23752,855,TOP
23752,856,TOP
23753,858,TOP
23753,857,TOP
23754,2374,TOP
23754,3459,TOP
23754,3043,TOP
23754,2372,TOP
23754,2584,TOP
23754,2611,TOP
23754,2580,TOP
23754,3981,TOP
23754,2585,TOP
23754,2583,TOP
23754,2615,TOP
23754,3037,TOP
23754,3044,TOP
23754,2191,TOP
23754,2614,TOP
23754,2581,TOP
23754,2373,TOP
23754,3041,TOP
23754,3046,TOP
23754,2608,TOP
23754,3038,TOP
23754,2369,TOP
23754,2586,TOP
23754,3042,TOP
23754,2616,TOP
23754,1023,TOP
23754,2587,TOP
23754,3460,TOP
23754,859,TOP
23754,2588,TOP
23754,2582,TOP
23754,2609,TOP
23754,3045,TOP
23754,3039,TOP
23755,860,TOP
23756,3748,TOP
23756,2199,TOP
23756,3054,TOP
23756,1439,TOP
23756,2590,TOP
23756,4374,TOP
23756,4375,TOP
23756,2591,TOP
23756,2375,TOP
23756,3053,TOP
23756,2593,TOP
23756,2592,TOP
23756,861,TOP
23756,2589,TOP
23757,3589,TOP
23757,3612,TOP
23757,3609,TOP
23757,2990,TOP
23757,2989,TOP
23757,3608,TOP
23757,863,TOP
23757,3610,TOP
23757,3586,TOP
23757,3614,TOP
23757,3588,TOP
23757,3590,TOP
23757,3611,TOP
23757,3616,TOP
23757,862,TOP
23757,3591,TOP
23757,3606,TOP
23757,3617,TOP
23757,3607,TOP
23757,3593,TOP
23757,3594,TOP
23757,3587,TOP
23757,3592,TOP
23757,3613,TOP
23757,3615,TOP
23758,866,TOP
23758,1046,TOP
23758,900,TOP
23758,882,TOP
23758,1048,TOP
23759,870,TOP
23760,871,TOP
23760,877,TOP
23761,872,TOP
23762,873,TOP
23762,2955,TOP
23762,1110,TOP
23763,876,TOP
23764,881,TOP
23765,885,TOP
23765,1236,TOP
23766,897,TOP
23767,2704,TOP
23767,2819,TOP
23767,2705,TOP
23767,901,TOP
23767,2820,TOP
23767,903,TOP
23768,902,TOP
23769,907,TOP
23769,909,TOP
23769,904,TOP
23770,906,TOP
23770,905,TOP
23770,910,TOP
23770,908,TOP
23771,911,TOP
23771,916,TOP
23772,915,TOP
23772,2098,TOP
23772,3020,TOP
23772,3021,TOP
23772,2097,TOP
23772,3019,TOP
23772,3180,TOP
23772,913,TOP
23772,2096,TOP
23772,912,TOP
23772,2100,TOP
23772,2099,TOP
23773,914,TOP
23774,1293,TOP
23774,917,TOP
23774,1296,TOP
23775,918,TOP
23775,994,TOP
23775,998,TOP
23775,999,TOP
23775,1008,TOP
23775,957,TOP
23775,948,TOP
23775,976,TOP
23775,950,TOP
23775,974,TOP
23775,975,TOP
23775,931,TOP
23775,978,TOP
23775,984,TOP
23775,1000,TOP
23775,988,TOP
23775,993,TOP
23775,990,TOP
23775,965,TOP
23775,1007,TOP
23775,945,TOP
23775,987,TOP
23775,1004,TOP
23775,983,TOP
23775,944,TOP
23775,946,TOP
23776,970,TOP
23776,971,TOP
23776,923,TOP
23776,972,TOP
23776,969,TOP
23777,1006,TOP
23777,929,TOP
23778,932,TOP
23778,940,TOP
23779,938,TOP
23780,942,TOP
23780,943,TOP
23781,981,TOP
23781,991,TOP
23781,968,TOP
23781,955,TOP
23781,956,TOP
23782,995,TOP
23783,4243,TOP
23783,1870,TOP
23783,1869,TOP
23783,996,TOP
23783,1875,TOP
23783,1014,TOP
23783,1012,TOP
23783,1017,TOP
23784,1011,TOP
23784,1009,TOP
23785,1010,TOP
23785,1848,TOP
23785,1852,TOP
23785,1843,TOP
23785,1013,TOP
23785,2983,TOP
23785,2981,TOP
23785,1845,TOP
23785,2982,TOP
23785,1856,TOP
23785,1849,TOP
23785,1841,TOP
23785,1847,TOP
23786,1015,TOP
23787,1016,TOP
23788,1018,TOP
23789,3458,TOP
23789,1021,TOP
23790,1030,TOP
23790,1057,TOP
23790,1042,TOP
23790,1047,TOP
23790,1034,TOP
23790,1041,TOP
23790,1031,TOP
23790,1039,TOP
23790,1024,TOP
23790,1073,TOP
23790,1025,TOP
23790,1049,TOP
23790,1067,TOP
23790,1043,TOP
23790,1040,TOP
23790,1033,TOP
23790,1060,TOP
23790,1052,TOP
23790,1054,TOP
23790,1056,TOP
23790,1061,TOP
23790,1032,TOP
23790,1028,TOP
23790,1035,TOP
23790,1070,TOP
23791,1027,TOP
23791,1029,TOP
23791,1068,TOP
23791,1026,TOP
23792,1066,TOP
23792,1036,TOP
23792,1038,TOP
23792,1078,TOP
23793,1045,TOP
23793,1055,TOP
23793,1071,TOP
23794,1059,TOP
23794,1063,TOP
23794,1065,TOP
23794,1058,TOP
23795,1074,TOP
23795,1075,TOP
23796,1079,TOP
23796,1080,TOP
23797,1082,TOP
23797,1081,TOP
23798,3448,TOP
23798,1086,TOP
23798,4164,TOP
23798,2959,TOP
23798,1088,TOP
23798,1085,TOP
23798,1083,TOP
23798,2956,TOP
23799,1087,TOP
23800,1091,TOP
23801,3861,TOP
23801,1092,TOP
23801,3862,TOP
23802,1094,TOP
23803,1095,TOP
23804,1109,TOP
23804,3665,TOP
23804,1098,TOP
23804,3664,TOP
23805,1100,TOP
23806,1102,TOP
23807,3663,TOP
23807,3662,TOP
23807,1103,TOP
23808,1107,TOP
23808,1104,TOP
23809,1108,TOP
23810,1116,TOP
23810,1113,TOP
23811,1114,TOP
23811,1115,TOP
23812,1117,TOP
23812,1118,TOP
23813,1120,TOP
23813,1119,TOP
23814,1510,TOP
23814,1691,TOP
23814,1544,TOP
23814,1122,TOP
23814,1509,TOP
23814,1549,TOP
23814,1548,TOP
23814,1550,TOP
23814,1545,TOP
23815,1128,TOP
23816,1132,TOP
23816,1133,TOP
23816,1134,TOP
23816,1129,TOP
23816,3208,TOP
23816,1131,TOP
23817,1130,TOP
23817,1135,TOP
23818,1666,TOP
23818,1271,TOP
23818,1136,TOP
23818,1138,TOP
23818,3773,TOP
23818,1272,TOP
23818,2215,TOP
23818,3774,TOP
23819,1665,TOP
23819,1139,TOP
23819,1265,TOP
23819,3720,TOP
23819,2212,TOP
23819,3719,TOP
23819,3723,TOP
23819,3725,TOP
23819,1140,TOP
23820,1142,TOP
23820,2213,TOP
23820,1143,TOP
23820,3724,TOP
23820,3721,TOP
23820,3722,TOP
23821,1152,TOP
23822,1153,TOP
23822,1156,TOP
23822,1155,TOP
23822,1157,TOP
23822,1154,TOP
23823,1166,TOP
23823,1158,TOP
23824,3905,TOP
23824,1160,TOP
23824,1162,TOP
23824,1159,TOP
23825,1161,TOP
23826,2696,TOP
23826,2700,TOP
23826,2699,TOP
23826,1163,TOP
23827,2697,TOP
23827,2694,TOP
23827,2698,TOP
23827,1164,TOP
23828,1165,TOP
23828,3852,TOP
23828,1241,TOP
23828,3850,TOP
23829,1244,TOP
23829,3853,TOP
23829,1167,TOP
23830,1169,TOP
23830,1168,TOP
23831,1170,TOP
23831,1173,TOP
23831,4284,TOP
23831,1180,TOP
23831,4283,TOP
23832,3353,TOP
23832,1171,TOP
23832,3370,TOP
23832,1178,TOP
23832,1466,TOP
23833,1468,TOP
23833,3371,TOP
23833,1172,TOP
23833,1179,TOP
23833,3354,TOP
23834,1174,TOP
23834,1176,TOP
23835,1177,TOP
23835,1175,TOP
23836,1182,TOP
23836,1183,TOP
23837,1188,TOP
23837,1186,TOP
23837,1185,TOP
23837,1189,TOP
23838,1266,TOP
23838,1190,TOP
23839,1868,TOP
23839,1191,TOP
23840,1267,TOP
23840,1192,TOP
23841,1193,TOP
23841,2621,TOP
23841,1196,TOP
23841,2622,TOP
23842,1194,TOP
23843,1199,TOP
23843,1200,TOP
23843,1207,TOP
23843,1209,TOP
23843,1202,TOP
23843,1201,TOP
23843,1197,TOP
23843,1198,TOP
23843,1204,TOP
23843,1208,TOP
23844,1471,TOP
23844,1469,TOP
23844,1862,TOP
23844,1203,TOP
23844,2031,TOP
23844,2033,TOP
23844,1879,TOP
23844,2630,TOP
23844,2032,TOP
23844,2632,TOP
23844,2633,TOP
23844,1470,TOP
23844,1467,TOP
23844,2035,TOP
23844,2629,TOP
23844,1863,TOP
23845,1884,TOP
23845,1270,TOP
23845,1873,TOP
23845,2627,TOP
23845,1886,TOP
23845,2037,TOP
23845,2039,TOP
23845,1205,TOP
23846,1883,TOP
23846,2628,TOP
23846,1269,TOP
23846,1206,TOP
23846,2040,TOP
23846,2038,TOP
23846,1887,TOP
23846,1874,TOP
23847,1268,TOP
23847,1280,TOP
23847,1210,TOP
23848,1214,TOP
23848,1211,TOP
23849,1212,TOP
23849,1213,TOP
23850,1221,TOP
23850,1222,TOP
23850,3837,TOP
23850,3838,TOP
23850,4952,TOP
23850,4951,TOP
23850,4463,TOP
23851,1225,TOP
23851,3098,TOP
23851,1227,TOP
23851,3146,TOP
23851,3147,TOP
23851,1223,TOP
23852,1224,TOP
23852,1226,TOP
23852,1228,TOP
23853,1239,TOP
23854,1242,TOP
23854,1246,TOP
23854,1245,TOP
23854,1247,TOP
23855,1243,TOP
23856,1251,TOP
23857,1252,TOP
23857,2514,TOP
23857,1618,TOP
23858,1253,TOP
23858,1257,TOP
23858,1261,TOP
23858,1263,TOP
23858,1264,TOP
23858,1262,TOP
23858,1613,TOP
23858,1256,TOP
23858,1259,TOP
23858,1254,TOP
23859,1258,TOP
23859,1255,TOP
23859,1260,TOP
23860,1275,TOP
23860,1273,TOP
23861,4493,TOP
23861,3637,TOP
23861,1276,TOP
23861,3506,TOP
23861,3636,TOP
23861,4494,TOP
23861,3507,TOP
23861,1282,TOP
23861,1274,TOP
23862,1277,TOP
23862,2634,TOP
23863,2631,TOP
23863,1885,TOP
23863,1888,TOP
23863,1880,TOP
23863,1278,TOP
23863,2036,TOP
23863,1878,TOP
23864,3633,TOP
23864,3632,TOP
23864,1285,TOP
23864,4495,TOP
23864,1279,TOP
23865,1283,TOP
23865,3635,TOP
23865,3634,TOP
23866,1284,TOP
23867,1286,TOP
23868,1288,TOP
23868,1289,TOP
23869,1294,TOP
23869,4729,TOP
23869,4728,TOP
23869,4727,TOP
23869,4874,TOP
23869,4726,TOP
23870,1295,TOP
23870,4875,TOP
23871,4730,TOP
23871,4731,TOP
23871,1297,TOP
23872,2046,TOP
23872,2043,TOP
23872,4706,TOP
23872,1425,TOP
23872,2059,TOP
23872,1302,TOP
23872,2749,TOP
23872,2061,TOP
23872,1298,TOP
23872,2331,TOP
23872,1420,TOP
23872,2063,TOP
23872,2060,TOP
23872,2329,TOP
23872,1419,TOP
23872,2045,TOP
23872,4707,TOP
23872,2062,TOP
23873,3536,TOP
23873,1299,TOP
23874,1304,TOP
23874,1300,TOP
23875,1301,TOP
23876,1303,TOP
23877,2012,TOP
23877,2691,TOP
23877,1311,TOP
23877,2692,TOP
23877,1316,TOP
23877,1305,TOP
23877,2013,TOP
23878,4924,TOP
23878,1309,TOP
23878,4326,TOP
23878,1306,TOP
23878,4576,TOP
23879,1314,TOP
23879,1307,TOP
23879,2693,TOP
23879,2695,TOP
23880,1308,TOP
23880,1310,TOP
23881,1312,TOP
23882,1313,TOP
23883,1315,TOP
23884,1317,TOP
23885,1326,TOP
23885,1318,TOP
23886,1327,TOP
23886,1319,TOP
23887,1337,TOP
23887,1320,TOP
23887,1333,TOP
23887,1339,TOP
23887,1332,TOP
23887,1334,TOP
23887,2354,TOP
23887,2355,TOP
23887,2356,TOP
23887,1335,TOP
23887,1336,TOP
23887,1331,TOP
23887,1338,TOP
23888,1328,TOP
23888,1322,TOP
23888,3573,TOP
23888,3574,TOP
23888,1321,TOP
23888,3575,TOP
23888,3585,TOP
23888,1329,TOP
23888,1323,TOP
23888,1330,TOP
23889,1324,TOP
23890,1325,TOP
23891,2404,TOP
23891,4446,TOP
23891,2403,TOP
23891,3296,TOP
23891,2410,TOP
23891,4436,TOP
23891,2409,TOP
23891,4437,TOP
23891,1341,TOP
23891,2405,TOP
23891,3298,TOP
23891,3301,TOP
23891,2408,TOP
23891,2406,TOP
23891,3303,TOP
23891,4434,TOP
23891,4442,TOP
23891,4435,TOP
23891,4440,TOP
23891,3302,TOP
23891,4445,TOP
23891,2411,TOP
23891,4433,TOP
23891,4438,TOP
23891,1340,TOP
23891,3300,TOP
23891,4441,TOP
23891,4439,TOP
23891,2412,TOP
23891,4444,TOP
23891,4443,TOP
23892,1342,TOP
23892,1344,TOP
23892,1343,TOP
23892,1345,TOP
23893,2796,TOP
23893,1360,TOP
23893,1346,TOP
23893,2477,TOP
23893,2798,TOP
23893,2833,TOP
23893,2383,TOP
23894,1348,TOP
23894,1349,TOP
23894,1347,TOP
23894,1352,TOP
23894,1350,TOP
23894,1351,TOP
23894,5049,TOP
23895,1361,TOP
23895,2385,TOP
23895,1353,TOP
23895,2834,TOP
23895,2478,TOP
23895,2802,TOP
23895,2800,TOP
23896,1356,TOP
23896,1355,TOP
23896,1357,TOP
23896,1359,TOP
23896,1358,TOP
23896,5050,TOP
23896,1354,TOP
23897,4122,TOP
23897,3221,TOP
23897,4120,TOP
23897,4121,TOP
23897,4117,TOP
23897,3222,TOP
23897,1362,TOP
23897,4119,TOP
23897,4123,TOP
23897,3223,TOP
23898,2816,TOP
23898,1363,TOP
23898,2806,TOP
23898,2807,TOP
23898,2829,TOP
23899,2830,TOP
23899,2808,TOP
23899,2805,TOP
23899,2815,TOP
23899,1364,TOP
23900,1365,TOP
23901,1373,TOP
23902,2908,TOP
23902,1377,TOP
23903,1379,TOP
23903,2871,TOP
23903,1386,TOP
23903,1391,TOP
23903,2868,TOP
23904,1380,TOP
23904,1383,TOP
23905,1382,TOP
23905,1381,TOP
23906,1384,TOP
23907,1387,TOP
23907,1385,TOP
23907,1388,TOP
23908,1917,TOP
23908,1914,TOP
23908,1396,TOP
23908,4029,TOP
23908,1392,TOP
23908,1398,TOP
23908,4406,TOP
23908,1397,TOP
23908,1918,TOP
23908,1394,TOP
23908,3599,TOP
23908,3600,TOP
23908,4407,TOP
23908,1399,TOP
23909,3539,TOP
23909,1395,TOP
23909,3540,TOP
23909,3537,TOP
23909,3541,TOP
23909,3538,TOP
23909,1393,TOP
23910,1404,TOP
23910,1401,TOP
23910,1402,TOP
23910,1403,TOP
23911,4503,TOP
23911,4516,TOP
23911,2298,TOP
23911,1411,TOP
23911,4518,TOP
23911,4511,TOP
23911,2958,TOP
23911,2320,TOP
23911,2289,TOP
23911,4510,TOP
23911,2318,TOP
23911,2300,TOP
23911,4514,TOP
23911,1413,TOP
23911,2316,TOP
23911,4501,TOP
23911,1409,TOP
23911,4519,TOP
23911,2957,TOP
23911,4500,TOP
23911,4508,TOP
23911,2321,TOP
23911,2317,TOP
23911,4515,TOP
23911,4505,TOP
23911,4512,TOP
23911,2961,TOP
23911,2313,TOP
23911,4499,TOP
23911,2319,TOP
23911,4506,TOP
23911,2960,TOP
23911,4509,TOP
23911,2324,TOP
23911,4497,TOP
23911,4502,TOP
23911,4507,TOP
23911,4517,TOP
23911,4513,TOP
23911,4504,TOP
23911,4498,TOP
23912,1412,TOP
23912,1686,TOP
23913,1416,TOP
23913,1415,TOP
23913,3694,TOP
23914,1799,TOP
23914,1428,TOP
23914,1429,TOP
23914,1820,TOP
23914,1427,TOP
23914,1801,TOP
23915,2278,TOP
23915,2284,TOP
23915,2277,TOP
23915,3384,TOP
23915,1431,TOP
23916,2280,TOP
23916,2281,TOP
23916,2276,TOP
23916,2282,TOP
23916,2279,TOP
23916,2283,TOP
23916,2275,TOP
23916,1432,TOP
23916,3383,TOP
23917,1438,TOP
23917,3015,TOP
23917,1433,TOP
23917,3016,TOP
23917,3012,TOP
23918,3006,TOP
23918,3008,TOP
23918,4808,TOP
23918,2572,TOP
23918,4810,TOP
23918,2571,TOP
23918,3005,TOP
23918,3007,TOP
23918,1436,TOP
23918,2574,TOP
23918,2573,TOP
23918,1434,TOP
23918,2570,TOP
23919,1435,TOP
23919,1437,TOP
23920,1442,TOP
23920,1440,TOP
23921,1443,TOP
23921,1441,TOP
23922,2940,TOP
23922,1444,TOP
23922,1455,TOP
23922,4312,TOP
23923,4852,TOP
23923,1456,TOP
23923,1445,TOP
23924,4853,TOP
23924,1457,TOP
23924,1446,TOP
23925,1447,TOP
23925,4854,TOP
23925,1458,TOP
23926,1448,TOP
23926,1459,TOP
23926,4855,TOP
23927,1460,TOP
23927,1449,TOP
23927,4856,TOP
23928,1450,TOP
23928,1461,TOP
23928,4857,TOP
23929,4858,TOP
23929,1462,TOP
23929,1451,TOP
23930,1452,TOP
23930,4859,TOP
23930,1463,TOP
23931,4860,TOP
23931,1464,TOP
23931,1453,TOP
23932,4861,TOP
23932,1454,TOP
23932,1465,TOP
23933,1472,TOP
23933,3372,TOP
23934,3373,TOP
23934,1473,TOP
23935,1474,TOP
23935,3374,TOP
23936,1475,TOP
23936,3375,TOP
23937,1476,TOP
23937,3376,TOP
23938,3377,TOP
23938,1477,TOP
23939,1478,TOP
23939,3378,TOP
23940,1479,TOP
23940,3379,TOP
23941,1480,TOP
23941,2041,TOP
23941,2636,TOP
23941,1482,TOP
23941,1881,TOP
23941,1481,TOP
23941,2635,TOP
23941,2637,TOP
23941,1483,TOP
23941,1882,TOP
23941,2638,TOP
23942,1484,TOP
23942,1485,TOP
23943,1490,TOP
23944,1525,TOP
23944,1536,TOP
23944,1533,TOP
23944,1532,TOP
23944,1507,TOP
23944,1506,TOP
23944,1491,TOP
23944,1537,TOP
23944,1542,TOP
23944,1531,TOP
23944,1524,TOP
23944,1518,TOP
23944,1534,TOP
23944,1529,TOP
23944,1539,TOP
23944,1535,TOP
23944,1521,TOP
23944,1514,TOP
23944,1540,TOP
23944,1538,TOP
23945,1494,TOP
23945,1493,TOP
23946,1519,TOP
23946,1520,TOP
23946,1496,TOP
23946,1547,TOP
23946,1541,TOP
23947,1497,TOP
23948,1498,TOP
23948,1706,TOP
23949,1499,TOP
23950,1522,TOP
23950,1505,TOP
23950,1500,TOP
23950,4194,TOP
23951,1503,TOP
23952,1512,TOP
23952,1508,TOP
23953,1528,TOP
23954,1530,TOP
23955,1689,TOP
23955,1692,TOP
23955,1546,TOP
23956,1556,TOP
23956,1552,TOP
23956,1559,TOP
23956,1557,TOP
23957,1553,TOP
23958,1561,TOP
23958,1560,TOP
23959,4830,TOP
23959,4629,TOP
23959,1565,TOP
23959,1562,TOP
23959,4832,TOP
23959,1566,TOP
23959,4928,TOP
23959,4628,TOP
23960,1567,TOP
23960,1563,TOP
23960,1564,TOP
23961,3427,TOP
23961,4647,TOP
23961,1569,TOP
23961,2779,TOP
23961,2784,TOP
23961,1985,TOP
23961,2778,TOP
23961,2783,TOP
23961,1568,TOP
23961,3820,TOP
23962,1570,TOP
23962,4648,TOP
23962,1571,TOP
23962,3821,TOP
23963,4637,TOP
23963,1572,TOP
23963,4747,TOP
23964,1585,TOP
23964,2760,TOP
23964,2758,TOP
23964,1574,TOP
23964,2762,TOP
23964,3545,TOP
23964,1573,TOP
23964,2757,TOP
23964,1584,TOP
23965,4748,TOP
23965,1575,TOP
23965,4638,TOP
23966,4749,TOP
23966,1576,TOP
23966,4639,TOP
23967,4750,TOP
23967,1577,TOP
23967,4640,TOP
23968,4751,TOP
23968,4641,TOP
23968,1578,TOP
23969,4642,TOP
23969,4752,TOP
23969,1579,TOP
23970,1580,TOP
23970,4643,TOP
23970,4753,TOP
23971,4644,TOP
23971,1581,TOP
23971,4754,TOP
23972,4645,TOP
23972,4755,TOP
23972,1582,TOP
23973,4646,TOP
23973,1583,TOP
23973,4756,TOP
23974,1586,TOP
23975,2880,TOP
23975,1590,TOP
23975,1588,TOP
23976,1605,TOP
23976,1599,TOP
23976,1607,TOP
23976,1610,TOP
23976,1606,TOP
23976,1608,TOP
23976,1604,TOP
23976,1601,TOP
23976,1602,TOP
23976,1603,TOP
23976,1609,TOP
23977,2521,TOP
23977,2518,TOP
23977,3740,TOP
23977,1617,TOP
23978,1619,TOP
23979,1623,TOP
23979,1627,TOP
23979,1626,TOP
23979,1624,TOP
23979,1628,TOP
23979,1629,TOP
23979,1630,TOP
23979,1625,TOP
23980,1655,TOP
23980,1649,TOP
